Ensembl_ID	Symbol	chrom	chromStart	chromEnd	ClassType
ENSG00000184432.8	COPB2	chr3	139355600	139389732	protein_coding
ENSG00000105669.11	COPE	chr19	18899514	18919397	protein_coding
ENSG00000181789.13	COPG1	chr3	129249606	129277773	protein_coding
ENSG00000158623.13	COPG2	chr7	130506238	130668748	protein_coding
ENSG00000172301.9	COPRS	chr17	31851864	31859337	protein_coding
ENSG00000166200.13	COPS2	chr15	49106068	49155661	protein_coding
ENSG00000141030.11	COPS3	chr17	17246820	17281293	protein_coding
ENSG00000138663.7	COPS4	chr4	83034447	83075818	protein_coding
ENSG00000121022.12	COPS5	chr8	67043079	67083783	protein_coding
ENSG00000168090.8	COPS6	chr7	100088954	100092200	protein_coding
ENSG00000111652.8	COPS7A	chr12	6723741	6731875	protein_coding
ENSG00000144524.16	COPS7B	chr2	231781671	231809254	protein_coding
ENSG00000198612.9	COPS8	chr2	237085312	237100466	protein_coding
ENSG00000111481.8	COPZ1	chr12	54301202	54351849	protein_coding
ENSG00000005243.8	COPZ2	chr17	48026167	48038030	protein_coding
ENSG00000135469.12	COQ10A	chr12	56266858	56270966	protein_coding
ENSG00000115520.7	COQ10B	chr2	197453423	197475308	protein_coding
ENSG00000173085.12	COQ2	chr4	83261536	83284914	protein_coding
ENSG00000132423.9	COQ3	chr6	99369400	99394204	protein_coding
ENSG00000167113.9	COQ4	chr9	128322536	128334072	protein_coding
ENSG00000110871.13	COQ5	chr12	120503274	120534434	protein_coding
ENSG00000119723.14	COQ6	chr14	73949926	73963670	protein_coding
ENSG00000167186.9	COQ7	chr16	19067599	19080095	protein_coding
ENSG00000088682.12	COQ9	chr16	57447425	57461275	protein_coding
ENSG00000145244.10	CORIN	chr4	47593998	47838106	protein_coding
ENSG00000102879.14	CORO1A	chr16	30182827	30189076	protein_coding
ENSG00000172725.12	CORO1B	chr11	67435510	67443821	protein_coding
ENSG00000110880.9	CORO1C	chr12	108645109	108731596	protein_coding
ENSG00000106789.11	CORO2A	chr9	98120975	98192640	protein_coding
ENSG00000103647.11	CORO2B	chr15	68578969	68727806	protein_coding
ENSG00000167549.17	CORO6	chr17	29614756	29622907	protein_coding
ENSG00000262246.4	CORO7	chr16	4354542	4425705	protein_coding
ENSG00000103187.7	COTL1	chr16	84565594	84618077	protein_coding
ENSG00000006695.9	COX10	chr17	14069496	14208677	protein_coding
ENSG00000166260.9	COX11	chr17	54951902	54968785	protein_coding
ENSG00000178449.7	COX14	chr12	50111979	50120457	protein_coding
ENSG00000014919.11	COX15	chr10	99711844	99732100	protein_coding
ENSG00000138495.5	COX17	chr3	119654513	119677454	protein_coding
ENSG00000163626.15	COX18	chr4	73052362	73069755	protein_coding
ENSG00000240230.4	COX19	chr7	898778	975599	protein_coding
ENSG00000203667.8	COX20	chr1	244835322	244845057	protein_coding
ENSG00000131143.7	COX4I1	chr16	85798633	85807044	protein_coding
ENSG00000131055.4	COX4I2	chr20	31637888	31645006	protein_coding
ENSG00000178741.10	COX5A	chr15	74919791	74938168	protein_coding
ENSG00000135940.5	COX5B	chr2	97646040	97648383	protein_coding
ENSG00000111775.2	COX6A1	chr12	120438090	120440742	protein_coding
ENSG00000156885.5	COX6A2	chr16	31427731	31428428	protein_coding
ENSG00000126267.7	COX6B1	chr19	35648223	35658861	protein_coding
ENSG00000160471.11	COX6B2	chr19	55349306	55354814	protein_coding
ENSG00000164919.9	COX6C	chr8	99873200	99894062	protein_coding
ENSG00000161281.9	COX7A1	chr19	36150922	36152869	protein_coding
ENSG00000112695.10	COX7A2	chr6	75237675	75250323	protein_coding
ENSG00000115944.13	COX7A2L	chr2	42333546	42425088	protein_coding
ENSG00000131174.4	COX7B	chrX	77899438	77907373	protein_coding
ENSG00000170516.15	COX7B2	chr4	46734827	46909235	protein_coding
ENSG00000127184.9	COX7C	chr5	86617904	86620962	protein_coding
ENSG00000176340.3	COX8A	chr11	63974607	63976543	protein_coding
ENSG00000187581.2	COX8C	chr14	93347191	93348356	protein_coding
ENSG00000047457.12	CP	chr3	149162410	149222055	protein_coding
ENSG00000091704.8	CPA1	chr7	130380339	130388114	protein_coding
ENSG00000158516.10	CPA2	chr7	130266827	130289798	protein_coding
ENSG00000163751.3	CPA3	chr3	148865256	148897196	protein_coding
ENSG00000128510.9	CPA4	chr7	130293134	130324180	protein_coding
ENSG00000158525.14	CPA5	chr7	130344816	130368730	protein_coding
ENSG00000165078.10	CPA6	chr8	67422125	67746345	protein_coding
ENSG00000160111.11	CPAMD8	chr19	16892947	17026815	protein_coding
ENSG00000153002.10	CPB1	chr3	148791102	148860187	protein_coding
ENSG00000080618.12	CPB2	chr13	46053186	46105076	protein_coding
ENSG00000108582.10	CPD	chr17	30378905	30469989	protein_coding
ENSG00000109472.12	CPE	chr4	165361194	165498320	protein_coding
ENSG00000214575.8	CPEB1	chr15	82543201	82648861	protein_coding
ENSG00000137449.14	CPEB2	chr4	15002674	15070153	protein_coding
ENSG00000107864.13	CPEB3	chr10	92046692	92291087	protein_coding
ENSG00000113742.11	CPEB4	chr5	173888280	173961976	protein_coding
ENSG00000106034.16	CPED1	chr7	120988677	121297444	protein_coding
ENSG00000168993.13	CPLX1	chr4	784957	826198	protein_coding
ENSG00000145920.13	CPLX2	chr5	175796310	175884020	protein_coding
ENSG00000213578.5	CPLX3	chr15	74826547	74831802	protein_coding
ENSG00000166569.7	CPLX4	chr18	59275156	59318649	protein_coding
ENSG00000135678.10	CPM	chr12	68842197	68971570	protein_coding
ENSG00000120054.10	CPN1	chr10	100042193	100081877	protein_coding
ENSG00000178772.6	CPN2	chr3	194339765	194351328	protein_coding
ENSG00000140848.15	CPNE2	chr16	57092537	57148367	protein_coding
ENSG00000085719.10	CPNE3	chr8	86484830	86561498	protein_coding
ENSG00000196353.10	CPNE4	chr3	131533555	132285410	protein_coding
ENSG00000124772.10	CPNE5	chr6	36740775	36840002	protein_coding
ENSG00000100884.8	CPNE6	chr14	24070837	24078100	protein_coding
ENSG00000178773.13	CPNE7	chr16	89575768	89597246	protein_coding
ENSG00000139117.12	CPNE8	chr12	38646822	38907430	protein_coding
ENSG00000144550.11	CPNE9	chr3	9703807	9729908	protein_coding
ENSG00000144410.4	CPO	chr2	206939554	206969474	protein_coding
ENSG00000080819.5	CPOX	chr3	98521132	98593723	protein_coding
ENSG00000103381.10	CPPED1	chr16	12659799	12804017	protein_coding
ENSG00000104324.14	CPQ	chr8	96645227	97149654	protein_coding
ENSG00000021826.13	CPS1	chr2	210477682	210679107	protein_coding
ENSG00000071894.13	CPSF1	chr8	144393229	144409349	protein_coding
ENSG00000165934.11	CPSF2	chr14	92121937	92172145	protein_coding
ENSG00000119203.12	CPSF3	chr2	9423568	9473101	protein_coding
ENSG00000127054.17	CPSF3L	chr1	1311585	1324691	protein_coding
ENSG00000160917.13	CPSF4	chr7	99438922	99457371	protein_coding
ENSG00000187959.8	CPSF4L	chr17	73248449	73262352	protein_coding
ENSG00000111605.15	CPSF6	chr12	69239537	69274358	protein_coding
ENSG00000149532.14	CPSF7	chr11	61402641	61430031	protein_coding
ENSG00000110090.11	CPT1A	chr11	68754620	68844410	protein_coding
ENSG00000205560.11	CPT1B	chr22	50568861	50578465	protein_coding
ENSG00000157184.5	CPT2	chr1	53196429	53214197	protein_coding
ENSG00000224051.5	CPTP	chr1	1324756	1328897	protein_coding
ENSG00000106066.12	CPVL	chr7	28995231	29195451	protein_coding
ENSG00000147183.8	CPXCR1	chrX	88747225	88754785	protein_coding
ENSG00000088882.7	CPXM1	chr20	2794069	2800637	protein_coding
ENSG00000121898.11	CPXM2	chr10	123706207	123940267	protein_coding
ENSG00000109625.17	CPZ	chr4	8592660	8619759	protein_coding
ENSG00000203710.9	CR1	chr1	207496147	207640647	protein_coding
ENSG00000197721.15	CR1L	chr1	207645113	207738416	protein_coding
ENSG00000117322.15	CR2	chr1	207454230	207489895	protein_coding
ENSG00000166426.7	CRABP1	chr15	78340324	78348230	protein_coding
ENSG00000143320.7	CRABP2	chr1	156699606	156705816	protein_coding
ENSG00000130038.8	CRACR2A	chr12	3606633	3764819	protein_coding
ENSG00000177685.15	CRACR2B	chr11	826144	831991	protein_coding
ENSG00000169372.11	CRADD	chr12	93677375	93894840	protein_coding
ENSG00000095321.15	CRAT	chr9	129094810	129111189	protein_coding
ENSG00000134376.13	CRB1	chr1	197268204	197478455	protein_coding
ENSG00000148204.10	CRB2	chr9	123356170	123380324	protein_coding
ENSG00000130545.14	CRB3	chr19	6463777	6467221	protein_coding
ENSG00000113851.12	CRBN	chr3	3148992	3179710	protein_coding
ENSG00000241258.5	CRCP	chr7	66114604	66154568	protein_coding
ENSG00000169509.5	CRCT1	chr1	152514502	152516010	protein_coding
ENSG00000118260.13	CREB1	chr2	207529737	207603431	protein_coding
ENSG00000107175.9	CREB3	chr9	35732320	35737007	protein_coding
ENSG00000157613.9	CREB3L1	chr11	46277661	46321422	protein_coding
ENSG00000182158.13	CREB3L2	chr7	137874979	138002067	protein_coding
ENSG00000060566.12	CREB3L3	chr19	4153601	4173054	protein_coding
ENSG00000143578.14	CREB3L4	chr1	153967534	153974363	protein_coding
ENSG00000146592.15	CREB5	chr7	28299321	28825894	protein_coding
ENSG00000005339.11	CREBBP	chr16	3725054	3880726	protein_coding
ENSG00000111269.2	CREBL2	chr12	12611827	12645108	protein_coding
ENSG00000164463.11	CREBRF	chr5	173056352	173139284	protein_coding
ENSG00000137504.12	CREBZF	chr11	85659708	85682908	protein_coding
ENSG00000143162.7	CREG1	chr1	167529677	167553767	protein_coding
ENSG00000175874.8	CREG2	chr2	101345551	101387595	protein_coding
ENSG00000163703.16	CRELD1	chr3	9933822	9945413	protein_coding
ENSG00000184164.13	CRELD2	chr22	49918167	49927540	protein_coding
ENSG00000095794.18	CREM	chr10	35126791	35212958	protein_coding
ENSG00000147571.4	CRH	chr8	66176382	66178725	protein_coding
ENSG00000145708.9	CRHBP	chr5	76952713	76981158	protein_coding
ENSG00000120088.13	CRHR1	chr17	45784280	45835828	protein_coding
ENSG00000106113.17	CRHR2	chr7	30651943	30700129	protein_coding
ENSG00000150938.8	CRIM1	chr2	36355926	36551135	protein_coding
ENSG00000213145.8	CRIP1	chr14	105486317	105488947	protein_coding
ENSG00000257341.4	CRIP1	chr14	105487199	105492267	protein_coding
ENSG00000182809.9	CRIP2	chr14	105472962	105480170	protein_coding
ENSG00000146215.12	CRIP3	chr6	43299710	43308797	protein_coding
ENSG00000179979.8	CRIPAK	chr4	1391552	1395989	protein_coding
ENSG00000119878.5	CRIPT	chr2	46616416	46625742	protein_coding
ENSG00000124812.13	CRISP1	chr6	49834257	49877096	protein_coding
ENSG00000124490.12	CRISP2	chr6	49692358	49713590	protein_coding
ENSG00000096006.10	CRISP3	chr6	49727384	49744437	protein_coding
ENSG00000121005.7	CRISPLD1	chr8	74984515	75034558	protein_coding
ENSG00000103196.10	CRISPLD2	chr16	84819984	84920768	protein_coding
ENSG00000167193.7	CRK	chr17	1420689	1463162	protein_coding
ENSG00000099942.11	CRKL	chr22	20917426	20953749	protein_coding
ENSG00000006016.9	CRLF1	chr19	18572220	18607741	protein_coding
ENSG00000205755.9	CRLF2	chrX	1187549	1212750	protein_coding
ENSGR0000205755.9	CRLF2	chrY	1187549	1212750	protein_coding
ENSG00000176390.11	CRLF3	chr17	30769388	30824776	protein_coding
ENSG00000088766.10	CRLS1	chr20	6006090	6040053	protein_coding
ENSG00000072832.13	CRMP1	chr4	5748084	5893058	protein_coding
ENSG00000101343.13	CRNKL1	chr20	20034368	20056046	protein_coding
ENSG00000143536.7	CRNN	chr1	152409243	152414263	protein_coding
ENSG00000058453.15	CROCC	chr1	16740273	16972979	protein_coding
ENSG00000005469.10	CROT	chr7	87345681	87399795	protein_coding
ENSG00000132693.11	CRP	chr1	159712289	159714589	protein_coding
ENSG00000095713.12	CRTAC1	chr10	97865000	98030828	protein_coding
ENSG00000109943.7	CRTAM	chr11	122838500	122872639	protein_coding
ENSG00000170275.13	CRTAP	chr3	33113979	33147773	protein_coding
ENSG00000105662.14	CRTC1	chr19	18683677	18782333	protein_coding
ENSG00000160741.15	CRTC2	chr1	153947669	153958625	protein_coding
ENSG00000140577.14	CRTC3	chr15	90529925	90645345	protein_coding
ENSG00000105392.14	CRX	chr19	47819779	47843330	protein_coding
ENSG00000008405.10	CRY1	chr12	106991364	107093829	protein_coding
ENSG00000121671.10	CRY2	chr11	45847118	45883248	protein_coding
ENSG00000160202.6	CRYAA	chr21	43169008	43172805	protein_coding
ENSG00000276076.3	CRYAA	chr21	6560714	6564489	protein_coding
ENSG00000109846.6	CRYAB	chr11	111908565	111923722	protein_coding
ENSG00000108255.6	CRYBA1	chr17	29246863	29254494	protein_coding
ENSG00000163499.10	CRYBA2	chr2	218990189	218993421	protein_coding
ENSG00000196431.3	CRYBA4	chr22	26621964	26630672	protein_coding
ENSG00000100122.5	CRYBB1	chr22	26599278	26618088	protein_coding
ENSG00000244752.2	CRYBB2	chr22	25219522	25231869	protein_coding
ENSG00000100053.8	CRYBB3	chr22	25199850	25207363	protein_coding
ENSG00000080200.8	CRYBG3	chr3	97822040	97944963	protein_coding
ENSG00000168582.4	CRYGA	chr2	208160740	208163576	protein_coding
ENSG00000182187.3	CRYGB	chr2	208142573	208146168	protein_coding
ENSG00000163254.4	CRYGC	chr2	208128137	208129830	protein_coding
ENSG00000118231.4	CRYGD	chr2	208121607	208124501	protein_coding
ENSG00000127377.7	CRYGN	chr7	151428835	151440813	protein_coding
ENSG00000213139.6	CRYGS	chr3	186538441	186546702	protein_coding
ENSG00000165475.12	CRYL1	chr13	20403667	20525857	protein_coding
ENSG00000103316.9	CRYM	chr16	21238874	21303083	protein_coding
ENSG00000116791.12	CRYZ	chr1	74705482	74733408	protein_coding
ENSG00000062485.17	CS	chr12	56271699	56300392	protein_coding
ENSG00000139631.17	CSAD	chr12	53157663	53180909	protein_coding
ENSG00000198930.11	CSAG1	chrX	152727484	152733735	protein_coding
ENSG00000268916.4	CSAG3	chrX	152753921	152760222	protein_coding
ENSG00000172346.13	CSDC2	chr22	41560763	41577741	protein_coding
ENSG00000009307.14	CSDE1	chr1	114716913	114758676	protein_coding
ENSG00000124207.15	CSE1L	chr20	49046246	49096960	protein_coding
ENSG00000184371.12	CSF1	chr1	109910242	109930992	protein_coding
ENSG00000182578.12	CSF1R	chr5	150053291	150113372	protein_coding
ENSG00000164400.5	CSF2	chr5	132073790	132076170	protein_coding
ENSG00000198223.13	CSF2RA	chrX	1268800	1310381	protein_coding
ENSGR0000198223.13	CSF2RA	chrY	1268800	1310381	protein_coding
ENSG00000100368.12	CSF2RB	chr22	36913628	36940449	protein_coding
ENSG00000108342.11	CSF3	chr17	40015361	40017813	protein_coding
ENSG00000119535.16	CSF3R	chr1	36466043	36483278	protein_coding
ENSG00000147408.13	CSGALNACT1	chr8	19404161	19758029	protein_coding
ENSG00000169826.7	CSGALNACT2	chr10	43138486	43185308	protein_coding
ENSG00000136488.13	CSH1	chr17	63894909	63896661	protein_coding
ENSG00000213218.8	CSH2	chr17	63872012	63881863	protein_coding
ENSG00000204414.10	CSHL1	chr17	63909597	63918838	protein_coding
ENSG00000103653.15	CSK	chr15	74782057	74803198	protein_coding
ENSG00000183117.16	CSMD1	chr8	2935353	4994972	protein_coding
ENSG00000121904.16	CSMD2	chr1	33513999	34165842	protein_coding
ENSG00000164796.16	CSMD3	chr8	112222928	113437099	protein_coding
ENSG00000126545.12	CSN1S1	chr4	69931081	69946574	protein_coding
ENSG00000135222.6	CSN2	chr4	69955256	69961007	protein_coding
ENSG00000171209.3	CSN3	chr4	70242588	70251428	protein_coding
ENSG00000113712.15	CSNK1A1	chr5	149492197	149551552	protein_coding
ENSG00000180138.7	CSNK1A1L	chr13	37103259	37105664	protein_coding
ENSG00000141551.13	CSNK1D	chr17	82239023	82273731	protein_coding
ENSG00000213923.9	CSNK1E	chr22	38290691	38398522	protein_coding
ENSG00000133275.14	CSNK1G2	chr19	1941149	1981338	protein_coding
ENSG00000151292.16	CSNK1G3	chr5	123512099	123617045	protein_coding
ENSG00000101266.15	CSNK2A1	chr20	473591	543821	protein_coding
ENSG00000070770.7	CSNK2A2	chr16	58157907	58197920	protein_coding
ENSG00000254598.2	CSNK2A3	chr11	11351942	11353357	protein_coding
ENSG00000173546.7	CSPG4	chr15	75674322	75712848	protein_coding
ENSG00000114646.8	CSPG5	chr3	47562239	47580792	protein_coding
ENSG00000104218.12	CSPP1	chr8	67062426	67196263	protein_coding
ENSG00000144655.13	CSRNP1	chr3	39141855	39154562	protein_coding
ENSG00000110925.5	CSRNP2	chr12	51061205	51083664	protein_coding
ENSG00000178662.14	CSRNP3	chr2	165469647	165689407	protein_coding
ENSG00000159176.12	CSRP1	chr1	201483530	201509456	protein_coding
ENSG00000175183.8	CSRP2	chr12	76858715	76879060	protein_coding
ENSG00000129170.7	CSRP3	chr11	19182030	19210573	protein_coding
ENSG00000170373.7	CST1	chr20	23747553	23751268	protein_coding
ENSG00000125831.8	CST11	chr20	23450403	23452857	protein_coding
ENSG00000170369.3	CST2	chr20	23823769	23826731	protein_coding
ENSG00000101439.7	CST3	chr20	23626706	23638473	protein_coding
ENSG00000101441.4	CST4	chr20	23685640	23689040	protein_coding
ENSG00000170367.4	CST5	chr20	23875935	23879750	protein_coding
ENSG00000175315.2	CST6	chr11	66011841	66013505	protein_coding
ENSG00000077984.5	CST7	chr20	24949230	24959928	protein_coding
ENSG00000125815.7	CST8	chr20	23491101	23496018	protein_coding
ENSG00000173335.4	CST9	chr20	23602410	23605876	protein_coding
ENSG00000101435.4	CST9L	chr20	23564732	23568749	protein_coding
ENSG00000121552.3	CSTA	chr3	122325244	122341972	protein_coding
ENSG00000160213.5	CSTB	chr21	43772512	43776445	protein_coding
ENSG00000101138.10	CSTF1	chr20	56392371	56406369	protein_coding
ENSG00000101811.12	CSTF2	chrX	100820359	100840932	protein_coding
ENSG00000177613.8	CSTF2T	chr10	51695487	51699591	protein_coding
ENSG00000176102.10	CSTF3	chr11	33077188	33162371	protein_coding
ENSG00000125823.11	CSTL1	chr20	23439685	23444930	protein_coding
ENSG00000268940.4	CT45A1	chrX	135713453	135723539	protein_coding
ENSG00000269586.6	CT45A10	chrX	135881063	135889086	protein_coding
ENSG00000271449.6	CT45A2	chrX	135811668	135820012	protein_coding
ENSG00000269096.5	CT45A3	chrX	135759846	135768191	protein_coding
ENSG00000228836.7	CT45A5	chrX	135777130	135785298	protein_coding
ENSG00000278289.3	CT45A6	chrX	135794706	135802656	protein_coding
ENSG00000273696.3	CT45A7	chrX	135829247	135837268	protein_coding
ENSG00000278085.3	CT45A8	chrX	135846499	135854538	protein_coding
ENSG00000270946.4	CT45A9	chrX	135863776	135871812	protein_coding
ENSG00000236371.4	CT47A1	chrX	120982466	120985788	protein_coding
ENSG00000224089.3	CT47A10	chrX	120938701	120942023	protein_coding
ENSG00000226685.4	CT47A12	chrX	120930250	120932301	protein_coding
ENSG00000242362.2	CT47A2	chrX	120977606	120980928	protein_coding
ENSG00000236126.3	CT47A3	chrX	120972746	120976068	protein_coding
ENSG00000237957.5	CT47A5	chrX	120958165	120966348	protein_coding
ENSG00000226023.5	CT47A6	chrX	120953282	120961487	protein_coding
ENSG00000228517.2	CT47A7	chrX	120953288	120956600	protein_coding
ENSG00000226600.3	CT47A9	chrX	120943561	120946883	protein_coding
ENSG00000236446.3	CT47B1	chrX	120872603	120875929	protein_coding
ENSG00000169551.11	CT55	chrX	135156536	135171398	protein_coding
ENSG00000225362.7	CT62	chr15	71110244	71115494	protein_coding
ENSG00000204019.4	CT83	chrX	116461682	116463003	protein_coding
ENSG00000184033.11	CTAG1B	chrX	154617604	154619282	protein_coding
ENSG00000126890.13	CTAG2	chrX	154651972	154653579	protein_coding
ENSG00000212710.4	CTAGE1	chr18	22413601	22417915	protein_coding
ENSG00000271079.1	CTAGE15	chr7	143571801	143574387	protein_coding
ENSG00000225932.3	CTAGE4	chr7	144183466	144186053	protein_coding
ENSG00000150527.15	CTAGE5	chr14	39265284	39388513	protein_coding
ENSG00000271321.1	CTAGE6	chr7	143755089	143757696	protein_coding
ENSG00000244693.1	CTAGE8	chr7	144266701	144269288	protein_coding
ENSG00000236761.5	CTAGE9	chr6	131708684	131711017	protein_coding
ENSG00000263264.1	CTB-133G6.1	chr19	7348943	7383385	protein_coding
ENSG00000267385.1	CTB-50L17.14	chr19	4528427	4540067	protein_coding
ENSG00000267157.1	CTB-54O9.9	chr19	5784005	5785619	protein_coding
ENSG00000267335.2	CTB-60B18.6	chr19	49022953	49036895	protein_coding
ENSG00000273171.1	CTB-96E2.2	chr17	28364288	28368012	protein_coding
ENSG00000159692.14	CTBP1	chr4	1211448	1249953	protein_coding
ENSG00000175029.15	CTBP2	chr10	124984317	125161170	protein_coding
ENSG00000117151.11	CTBS	chr1	84549606	84574480	protein_coding
ENSG00000258674.5	CTC-260F20.3	chr19	19516227	19536076	protein_coding
ENSG00000269814.1	CTC-273B12.10	chr19	48513207	48513660	protein_coding
ENSG00000268465.1	CTC-273B12.7	chr19	48465837	48472431	protein_coding
ENSG00000269179.1	CTC-326K19.6	chr19	49909501	49958391	protein_coding
ENSG00000269547.1	CTC-360G5.8	chr19	38915404	38949855	protein_coding
ENSG00000267477.1	CTC-398G3.6	chr19	11466240	11505698	protein_coding
ENSG00000273217.1	CTC-432M15.3	chr5	131425891	131796983	protein_coding
ENSG00000261884.2	CTC-479C5.12	chr16	67929614	67936017	protein_coding
ENSG00000268797.1	CTC-490E21.12	chr19	40801297	40898282	protein_coding
ENSG00000267173.1	CTC-512J12.6	chr19	44329695	44401608	protein_coding
ENSG00000253251.2	CTC-534A2.2	chr5	65624765	65630891	protein_coding
ENSG00000258864.1	CTC-554D6.1	chr5	112827213	112867582	protein_coding
ENSG00000262601.1	CTC-786C10.1	chr16	85171276	85185363	protein_coding
ENSG00000178971.12	CTC1	chr17	8224821	8248044	protein_coding
ENSG00000102974.13	CTCF	chr16	67562407	67639183	protein_coding
ENSG00000124092.11	CTCFL	chr20	57495966	57525652	protein_coding
ENSG00000257355.1	CTD-2006C1.10	chr19	12017888	12052967	protein_coding
ENSG00000267179.1	CTD-2006C1.13	chr19	11925075	11979290	protein_coding
ENSG00000267706.3	CTD-2105E13.6	chr19	55352301	55359516	protein_coding
ENSG00000258724.1	CTD-2135J3.4	chr8	10725399	10839847	protein_coding
ENSG00000256825.4	CTD-2140B24.4	chr12	133130984	133202369	protein_coding
ENSG00000267260.1	CTD-2162K18.4	chr19	36773153	36777078	protein_coding
ENSG00000269693.1	CTD-2192J16.20	chr19	12525720	12580975	protein_coding
ENSG00000269242.1	CTD-2192J16.22	chr19	12643831	12648397	protein_coding
ENSG00000269590.1	CTD-2192J16.24	chr19	12664828	12669397	protein_coding
ENSG00000266826.1	CTD-2200P10.1	chr17	58660580	58661599	protein_coding
ENSG00000268614.1	CTD-2207O23.10	chr19	7533595	7540059	protein_coding
ENSG00000267952.1	CTD-2207O23.12	chr19	7507052	7519622	protein_coding
ENSG00000269307.1	CTD-2278I10.6	chr19	17267418	17282966	protein_coding
ENSG00000268714.3	CTD-2287O16.3	chr5	116022391	116058928	protein_coding
ENSG00000267303.1	CTD-2369P2.12	chr19	10315471	10320678	protein_coding
ENSG00000272772.1	CTD-2410N18.5	chr5	134167170	134226071	protein_coding
ENSG00000265303.1	CTD-2510F5.6	chr17	59197566	59215226	protein_coding
ENSG00000269035.1	CTD-2521M24.10	chr19	17436611	17460804	protein_coding
ENSG00000266076.1	CTD-2535L24.2	chr17	65538102	65641033	protein_coding
ENSG00000262526.2	CTD-2545G14.7	chr17	7240427	7244635	protein_coding
ENSG00000142539.9	CTD-2545M3.6	chr19	50415799	50428409	protein_coding
ENSG00000269237.1	CTD-2561J22.3	chr19	21405159	21491266	protein_coding
ENSG00000268041.1	CTD-2575K13.6	chr19	41908519	41910097	protein_coding
ENSG00000269476.1	CTD-2583A14.9	chr19	57876765	57916591	protein_coding
ENSG00000267110.1	CTD-2587H24.4	chr19	55154757	55160671	protein_coding
ENSG00000269403.1	CTD-2616J11.11	chr19	51350373	51368099	protein_coding
ENSG00000256349.1	CTD-3074O7.11	chr11	66509079	66533613	protein_coding
ENSG00000268870.1	CTD-3105H18.16	chr19	12391949	12441082	protein_coding
ENSG00000269755.1	CTD-3105H18.18	chr19	12433103	12484816	protein_coding
ENSG00000269545.1	CTD-3138B18.4	chr19	58229465	58286807	protein_coding
ENSG00000269469.1	CTD-3148I10.9	chr19	49462752	49486231	protein_coding
ENSG00000269711.1	CTD-3214H19.16	chr19	7678501	7682854	protein_coding
ENSG00000141979.4	CTD-3222D19.2	chr19	16479067	16628204	protein_coding
ENSG00000175826.10	CTDNEP1	chr17	7243591	7252491	protein_coding
ENSG00000060069.15	CTDP1	chr18	79679801	79756623	protein_coding
ENSG00000144579.6	CTDSP1	chr2	218398256	218405941	protein_coding
ENSG00000175215.8	CTDSP2	chr12	57819927	57846739	protein_coding
ENSG00000144677.13	CTDSPL	chr3	37861960	37984469	protein_coding
ENSG00000137770.12	CTDSPL2	chr15	44427234	44529038	protein_coding
ENSG00000150281.6	CTF1	chr16	30896607	30903560	protein_coding
ENSG00000118523.5	CTGF	chr6	131948176	131951373	protein_coding
ENSG00000116761.10	CTH	chr1	70411218	70439851	protein_coding
ENSG00000164932.11	CTHRC1	chr8	103371515	103382997	protein_coding
ENSG00000134030.12	CTIF	chr18	48539046	48863217	protein_coding
ENSG00000163599.13	CTLA4	chr2	203867786	203873960	protein_coding
ENSG00000044115.19	CTNNA1	chr5	138610967	138935034	protein_coding
ENSG00000066032.17	CTNNA2	chr2	79185231	80648861	protein_coding
ENSG00000183230.15	CTNNA3	chr10	65912518	67696169	protein_coding
ENSG00000119326.13	CTNNAL1	chr9	108942569	109013529	protein_coding
ENSG00000168036.15	CTNNB1	chr3	41194837	41260096	protein_coding
ENSG00000178585.13	CTNNBIP1	chr1	9848276	9910336	protein_coding
ENSG00000132792.17	CTNNBL1	chr20	37693955	37872129	protein_coding
ENSG00000198561.11	CTNND1	chr11	57753243	57819546	protein_coding
ENSG00000169862.17	CTNND2	chr5	10971840	11904043	protein_coding
ENSG00000040531.13	CTNS	chr17	3636468	3661542	protein_coding
ENSG00000171793.12	CTPS1	chr1	40979335	41012565	protein_coding
ENSG00000047230.13	CTPS2	chrX	16588003	16712936	protein_coding
ENSG00000198730.6	CTR9	chr11	10750987	10779743	protein_coding
ENSG00000168925.9	CTRB1	chr16	75219000	75224924	protein_coding
ENSG00000168928.11	CTRB2	chr16	75204096	75207185	protein_coding
ENSG00000162438.10	CTRC	chr1	15438439	15449242	protein_coding
ENSG00000141086.16	CTRL	chr16	67927640	67932414	protein_coding
ENSG00000064601.15	CTSA	chr20	45890144	45898820	protein_coding
ENSG00000164733.19	CTSB	chr8	11842524	11869448	protein_coding
ENSG00000109861.14	CTSC	chr11	88293592	88337787	protein_coding
ENSG00000117984.11	CTSD	chr11	1752752	1763992	protein_coding
ENSG00000196188.9	CTSE	chr1	206009264	206023909	protein_coding
ENSG00000174080.9	CTSF	chr11	66563463	66568841	protein_coding
ENSG00000100448.3	CTSG	chr14	24573522	24576260	protein_coding
ENSG00000103811.14	CTSH	chr15	78921058	78949574	protein_coding
ENSG00000143387.11	CTSK	chr1	150796208	150808323	protein_coding
ENSG00000135047.13	CTSL	chr9	87725519	87731393	protein_coding
ENSG00000256043.2	CTSO	chr4	155924118	155953917	protein_coding
ENSG00000163131.9	CTSS	chr1	150730196	150765957	protein_coding
ENSG00000136943.9	CTSV	chr9	97029679	97039643	protein_coding
ENSG00000172543.6	CTSW	chr11	65879809	65883741	protein_coding
ENSG00000101160.12	CTSZ	chr20	58995185	59007247	protein_coding
